epoch,train_loss,val_loss
1,1.2149596895490373,1.0957988500595093
2,1.0997303639139449,1.084978312253952
3,1.0666041033608573,1.0743411779403687
4,1.0549589225224085,1.0430574715137482
5,1.0217307678290777,1.0261607766151428
6,0.9775354862213135,1.0610909759998322
7,1.0036191046237946,1.0071165710687637
8,0.9502370953559875,0.9805687367916107
9,0.9228130621569497,0.973321408033371
10,0.9176679466451917,0.9544013291597366
11,0.8768601545265743,0.9213826954364777
12,0.8719227824892316,0.9093385487794876
13,0.8448895343712398,0.899931326508522
14,0.8655007396425519,0.8770797997713089
15,0.8146700305598122,0.8523413240909576
16,0.8137447323117938,0.8443214446306229
17,0.7510167445455279,0.8275805562734604
18,0.7547146465097155,0.8262750804424286
19,0.7249468607561929,0.7925617843866348
20,0.7221024121556964,0.8140330612659454
21,0.707808575459889,0.7694061249494553
22,0.680937226329531,0.7686968594789505
23,0.7070126533508301,0.7518813163042068
24,0.6532335919993264,0.738517239689827
25,0.6509823713983808,0.7501006871461868
26,0.6260596300874438,0.7131529301404953
27,0.6314047979457038,0.7095204740762711
28,0.6181559136935643,0.7277814149856567
29,0.607531658240727,0.6877540349960327
30,0.6079067481415612,0.6870338022708893
31,0.5713773795536586,0.670635461807251
32,0.5624058480773654,0.6642310321331024
33,0.5482352077960968,0.6627084165811539
34,0.5403419711760112,0.645611897110939
35,0.5462322618280139,0.6395641416311264
36,0.5288880552564349,0.6365881413221359
37,0.49284868793828146,0.6196941137313843
38,0.510335277233805,0.6149187237024307
39,0.4924869920526232,0.6135480403900146
40,0.4920663003410612,0.6121600717306137
41,0.5128254102809089,0.5976134985685349
42,0.49086534125464304,0.5880315974354744
43,0.49044814492974964,0.5976977497339249
44,0.45266247008528027,0.5846577137708664
45,0.4452588366610663,0.5769675374031067
46,0.4202274190528052,0.5726982951164246
47,0.4323419098343168,0.5697209984064102
48,0.434156348662717,0.5561906024813652
49,0.44874334761074613,0.5552162304520607
50,0.4149776164974485,0.546884648501873
51,0.4259036374943597,0.5423358008265495
52,0.4086643691573824,0.5372075065970421
53,0.38981826284102034,0.5488630309700966
54,0.38259719950812204,0.5553650707006454
55,0.41213876221861157,0.5310829356312752
56,0.4204682558774948,0.5205854922533035
57,0.38318994641304016,0.5139802470803261
58,0.3694540113210678,0.5057772025465965
59,0.4030030901942934,0.5177312567830086
60,0.4044164355312075,0.5090747177600861
61,0.37603595214230673,0.5139115080237389
62,0.3607746405260904,0.49906454235315323
63,0.38200300506183077,0.5016101002693176
64,0.3743979164532253,0.49342722445726395
65,0.3664080287728991,0.5019363388419151
66,0.37092532430376324,0.4880322590470314
67,0.3483708532793181,0.47924599796533585
68,0.38078138870852335,0.5036865249276161
69,0.3474130353757313,0.4788723811507225
70,0.35228643885680605,0.47839784622192383
71,0.3311896451881954,0.4837694838643074
72,0.31641523859330584,0.468906044960022
73,0.31411222900663105,0.46794702112674713
74,0.31596909356968744,0.4589614272117615
75,0.3091484574334962,0.4702257513999939
76,0.32575624861887525,0.4564952328801155
77,0.29425719912563053,0.4745592698454857
