epoch,train_loss,val_loss
1,16.85495228426797,1.4988312274217606
2,1.402746660368783,1.0974651873111725
3,1.099229097366333,1.0974783599376678
4,1.098562742982592,1.0974974930286407
5,1.099173596927098,1.0974973738193512
6,1.2147806968007768,1.0975059270858765
7,1.0985705597060067,1.0975473821163177
8,1.0993324943951197,1.0975649952888489
9,1.0985255581992013,1.0975917279720306
10,1.0985702105930872,1.097603976726532
11,1.0990912233080183,1.0975926518440247
12,1.0987498419625419,1.0976101458072662
13,1.0989226698875427,1.0976496040821075
14,1.0989030940192086,1.097657024860382
15,1.09852306331907,1.097679853439331
16,1.0990270801952906,1.0976870954036713
17,1.098876680646624,1.0977160930633545
18,1.0988246287618364,1.0977347791194916
19,1.0991219622748238,1.0977671146392822
20,1.098790969167437,1.0977954268455505
21,1.0989135248320443,1.0978042781352997
22,1.09893764768328,1.0978324115276337
23,1.0986362610544478,1.0978702008724213
24,1.0985123600278581,1.0978918373584747
25,1.0989110129220145,1.0978847444057465
26,1.0988762974739075,1.0979105830192566
27,1.09899468932833,1.097931295633316
28,1.098622671195439,1.0979713201522827
29,1.0986225008964539,1.0979708135128021
30,1.0989297117505754,1.0979886651039124
31,1.0988158924239022,1.0979969501495361
32,1.0988177571977888,1.097996175289154
33,1.099009897027697,1.0980265736579895
34,1.0985389522143774,1.098062664270401
35,1.098606560911451,1.0980906188488007
36,1.0987638235092163,1.098083645105362
37,1.0987096514020647,1.0980928838253021
38,1.0989415730748857,1.098115712404251
39,1.0988233430044991,1.098142296075821
40,1.0986580763544356,1.0981802940368652
41,1.0986638580049788,1.0981641113758087
42,1.0986530695642744,1.0981798470020294
43,1.0987588678087508,1.0981961488723755
44,1.0986529844147819,1.098240315914154
45,1.0985944441386633,1.0982351899147034
46,1.098713951451438,1.0982477068901062
47,1.0986987096922738,1.098287671804428
48,1.0986178176743644,1.098329097032547
49,1.0985771673066276,1.0983503758907318
50,1.0986595835004533,1.0983313620090485
51,1.0986866099493844,1.0983175337314606
52,1.0985810160636902,1.0983238220214844
53,1.0987253444535392,1.0983569920063019
54,1.0984589968408858,1.0983524024486542
55,1.0986655013901847,1.0983147621154785
56,1.098851774420057,1.0983187556266785
57,1.0987654498645238,1.098351389169693
58,1.0986927918025426,1.0984073281288147
59,1.0986266817365373,1.0984556376934052
60,1.0985947336469377,1.098462700843811
61,1.0986690180642265,1.0984285175800323
62,1.0986042959349496,1.098473846912384
63,1.0987074034554618,1.098475456237793
64,1.09861935036523,1.0984777212142944
65,1.0986644285065787,1.098485291004181
66,1.0986202188900538,1.09848091006279
67,1.0986481990133012,1.0984984636306763
68,1.098614181791033,1.0984613299369812
69,1.098562981401171,1.098457545042038
70,1.0986024056162154,1.0984269082546234
71,1.0986687200410026,1.0984250903129578
72,1.0986571652548653,1.0984432995319366
73,1.0987195542880468,1.0984508991241455
74,1.098656177520752,1.098512440919876
75,1.098641540322985,1.0985613763332367
76,1.0985770566122872,1.0986056923866272
77,1.098550294126783,1.0985839664936066
78,1.098664471081325,1.0985442399978638
79,1.0986353244100298,1.0985492169857025
80,1.0986460277012415,1.0985726714134216
81,1.0986703378813607,1.0985681414604187
82,1.0985583322388786,1.0985854864120483
83,1.0986036828586034,1.0985850095748901
84,1.098725140094757,1.0986401736736298
85,1.098690288407462,1.0985784828662872
86,1.0986820714814323,1.0986170172691345
87,1.0987051129341125,1.0985974669456482
88,1.0986032060214452,1.0986377596855164
89,1.0985696486064367,1.0986437499523163
90,1.098638721874782,1.0986221432685852
91,1.0986718535423279,1.0986644923686981
92,1.0986858095441545,1.0986214578151703
93,1.0986064757619585,1.0986286997795105
94,1.098632071699415,1.0986407697200775
95,1.0985932350158691,1.098618596792221
96,1.0985976798193795,1.0986319482326508
97,1.0985917619296484,1.0986039638519287
98,1.0986348220280238,1.0985781252384186
99,1.098613372870854,1.098599374294281
100,1.098570806639535,1.098607212305069
101,1.0987677233559745,1.0985888540744781
102,1.098578155040741,1.0986149311065674
103,1.0985928859029497,1.0985699594020844
104,1.0985936267035348,1.0985888838768005
105,1.0986783419336592,1.098629355430603
106,1.0985647354807173,1.0986072719097137
107,1.0986162679536002,1.0986250936985016
108,1.0986406547682626,1.098566472530365
109,1.0986187968935286,1.0986091494560242
110,1.098634992327009,1.0986394584178925
111,1.098689615726471,1.0986664295196533
112,1.0986735395022802,1.0986585021018982
113,1.0986069440841675,1.0986378490924835
114,1.0985682436398096,1.0986463129520416
115,1.0987070117677962,1.098631203174591
116,1.098623548235212,1.0986837148666382
117,1.0987252167293005,1.0986765325069427
118,1.0985421964100428,1.0986518263816833
119,1.0986496465546745,1.0986602008342743
120,1.0987102729933602,1.0986895561218262
121,1.0986056242670332,1.098707228899002
122,1.0987154756273543,1.098687082529068
123,1.0985687119620187,1.0986601412296295
124,1.0986648542540414,1.0986666679382324
125,1.0986565692084176,1.0986396074295044
126,1.0986021842275346,1.0986499786376953
127,1.0986703634262085,1.0986308753490448
128,1.0986104777881078,1.0986189246177673
129,1.0986359119415283,1.0986144244670868
130,1.098637683050973,1.0986008644104004
131,1.09866064786911,1.0986446738243103
132,1.0986576250621252,1.0986690521240234
133,1.0986545256205968,1.098608672618866
134,1.0986265795571464,1.0985871255397797
135,1.0987124698502677,1.0985980331897736
136,1.0986130833625793,1.0986116230487823
137,1.0985975435801916,1.0986487865447998
138,1.098646410873958,1.0986944437026978
139,1.098698948110853,1.0986541211605072
140,1.098611559186663,1.098676472902298
141,1.0986431241035461,1.0987048149108887
142,1.098557940551213,1.0987053513526917
143,1.0985472372600011,1.0987167358398438
144,1.0986366442271642,1.098684161901474
145,1.0986435924257552,1.0987004339694977
146,1.098585946219308,1.0987120568752289
147,1.098664104938507,1.0987403094768524
148,1.0986778395516532,1.0986874103546143
149,1.0985911999429976,1.0986715257167816
150,1.0986221773283822,1.0987059473991394
151,1.0986055050577437,1.0987623035907745
152,1.0986382790974207,1.0987812280654907
153,1.0985310247966222,1.0987901985645294
154,1.098593260560717,1.0988081991672516
155,1.098591957773481,1.0988041460514069
156,1.0986860394477844,1.09881192445755
157,1.0988294311932154,1.0988150238990784
158,1.0985545686313085,1.0987991988658905
159,1.0985913957868303,1.0987833440303802
160,1.098646640777588,1.0987722873687744
161,1.098588262285505,1.0987877249717712
162,1.0985401443072729,1.098810464143753
163,1.098694120134626,1.0988114178180695
164,1.0986833487238203,1.098852127790451
165,1.0986201678003584,1.0987888872623444
166,1.0986844982419695,1.0988214910030365
167,1.0986493825912476,1.0987939834594727
168,1.0986665827887399,1.0988186299800873
169,1.0986624615533012,1.0988679230213165
170,1.0985696060316903,1.0988280475139618
171,1.098650004182543,1.0988313555717468
172,1.0987272773470198,1.0988312065601349
173,1.098635699067797,1.0988047122955322
174,1.0986688137054443,1.0988027453422546
175,1.0986586979457311,1.0988263189792633
176,1.0986271074840002,1.098788857460022
177,1.0986291084970747,1.0988132953643799
178,1.098557472229004,1.0988068878650665
179,1.0986906715801783,1.0988557636737823
180,1.098620891571045,1.0988456904888153
